Active,Assembly,Barcode Hash,Category,Category Name,Component,Creation Date,Creation user,Default Expiry,Default Location,Description,Full name,Image,IPN,Is Template,Keywords,Link,Locked,Minimum Stock,Maximum Stock,Name,ID,Purchaseable,Revision,Revision Of,Revisions,Salable,Starred,Thumbnail,Testable,Trackable,Units,Variant Of,Virtual,Pricing min,Pricing max,Pricing updated,Responsible,Allocated to build orders,Allocated to sales orders,Building,Scheduled to Build,Category default location,In Stock,On Order,Required for build orders,Required for sales orders,Stock Items,Total Stock,External Stock,Unallocated Stock,Variant Stock
True,False,,2,WIFI LAN,True,2026-05-18,5,0,,,LAN 2.4,/media/part_images/Screenshot_2026-05-18_at_12.46.50PM.png,,False,,,False,3.0,10.0,LAN 2.4,1,True,,,0,False,False,/media/part_images/Screenshot_2026-05-18_at_12.46.50PM.thumbnail.png,False,False,,,False,,,2026-05-18 07:16,,0.0,0.0,0.0,0.0,,5.0,0.0,0,0,1,5.0,0.0,5.0,0.0
